1995-1-1,,,,,,,,,,,,,,,,,,,,,,
1995-1-2,,,,,,,,,,,,,,,,,,,,,,
1995-1-3,,,,,,,,,,,,,,,,,,,,,,
1995-1-4,,,,,,,,,,,,,,,,,,,,,,
1995-1-5,,,,,,,,,,,,,,,,,,,,,,
1995-1-6,,,,,,,,,,,,,,,,,,,,,,
1995-1-7,,,,,,,,,,,,,,,,,,,,,,
1995-1-8,,,,,,,,,,,,,,,,,,,,,,
1995-1-9,,,,,,,,,,,,,,,,,,,,,,
1995-1-10,,,,,,,,,,,,,,,,,,,,,,
1995-1-11,,,,,,,,,,,,,,,,,,,,,,
1995-1-12,,,,,,,,,,,,,,,,,,,,,,
1995-1-13,,,,,,,,,,,,,,,,,,,,,,
1995-1-14,,,,,,,,,,,,,,,,,,,,,,
1995-1-15,,,,,,,,,,,,,,,,,,,,,,
1995-1-16,,,,,,,,,,,,,,,,,,,,,,
1995-1-17,,,,,,,,,,,,,,,,,,,,,,
1995-1-18,,,,,,,,,,,,,,,,,,,,,,
1995-1-19,,,,,,,,,,,,,,,,,,,,,,
1995-1-20,,,,,,,,,,,,,,,,,,,,,,
1995-1-21,,,,,,,,,,,,,,,,,,,,,,
1995-1-22,,,,,,,,,,,,,,,,,,,,,,
1995-1-23,,,,,,,,,,,,,,,,,,,,,,
1995-1-24,,,,,,,,,,,,,,,,,,,,,,
1995-1-25,,,,,,,,,,,,,,,,,,,,,,
1995-1-26,,,,,,,,,,,,,,,,,,,,,,
1995-1-27,,,,,,,,,,,,,,,,,,,,,,
1995-1-28,,,,,,,,,,,,,,,,,,,,,,
1995-1-29,,,,,,,,,,,,,,,,,,,,,,
1995-1-30,,,,,,,,,,,,,,,,,,,,,,
1995-1-31,,,,,,,,,,,,,,,,,,,,,,
1995-2-1,,,,,,,,,,,,,,,,,,,,,,
1995-2-2,,,,,,,,,,,,,,,,,,,,,,
1995-2-3,,,,,,,,,,,,,,,,,,,,,,
1995-2-4,,,,,,,,,,,,,,,,,,,,,,
1995-2-5,,,,,,,,,,,,,,,,,,,,,,
1995-2-6,,,,,,,,,,,,,,,,,,,,,,
1995-2-7,,,,,,,,,,,,,,,,,,,,,,
1995-2-8,,,,,,,,,,,,,,,,,,,,,,
1995-2-9,,,,,,,,,,,,,,,,,,,,,,
1995-2-10,,,,,,,,,,,,,,,,,,,,,,
1995-2-11,,,,,,,,,,,,,,,,,,,,,,
1995-2-12,,,,,,,,,,,,,,,,,,,,,,
1995-2-13,,,,,,,,,,,,,,,,,,,,,,
1995-2-14,,,,,,,,,,,,,,,,,,,,,,
1995-2-15,,,,,,,,,,,,,,,,,,,,,,
1995-2-16,,,,,,,,,,,,,,,,,,,,,,
1995-2-17,,,,,,,,,,,,,,,,,,,,,,
1995-2-18,,,,,,,,,,,,,,,,,,,,,,
1995-2-19,,,,,,,,,,,,,,,,,,,,,,
1995-2-20,,,,,,,,,,,,,,,,,,,,,,
1995-2-21,,,,,,,,,,,,,,,,,,,,,,
1995-2-22,,,,,,,,,,,,,,,,,,,,,,
1995-2-23,,,,,,,,,,,,,,,,,,,,,,
1995-2-24,,,,,,,,,,,,,,,,,,,,,,
1995-2-25,,,,,,,,,,,,,,,,,,,,,,
1995-2-26,,,,,,,,,,,,,,,,,,,,,,
1995-2-27,,,,,,,,,,,,,,,,,,,,,,
1995-2-28,,,,,,,,,,,,,,,,,,,,,,
1995-3-1,,,,,,,,,,,,,,,,,,,,,,
1995-3-2,,,,,,,,,,,,,,,,,,,,,,
1995-3-3,,,,,,,,,,,,,,,,,,,,,,
1995-3-4,,,,,,,,,,,,,,,,,,,,,,
1995-3-5,,,,,,,,,,,,,,,,,,,,,,
1995-3-6,,,,,,,,,,,,,,,,,,,,,,
1995-3-7,,,,,,,,,,,,,,,,,,,,,,
1995-3-8,,,,,,,,,,,,,,,,,,,,,,
1995-3-9,,,,,,,,,,,,,,,,,,,,,,
1995-3-10,,,,,,,,,,,,,,,,,,,,,,
1995-3-11,,,,,,,,,,,,,,,,,,,,,,
1995-3-12,,,,,,,,,,,,,,,,,,,,,,
1995-3-13,,,,,,,,,,,,,,,,,,,,,,
1995-3-14,,,,,,,,,,,,,,,,,,,,,,
1995-3-15,,,,,,,,,,,,,,,,,,,,,,
1995-3-16,,,,,,,,,,,,,,,,,,,,,,
1995-3-17,,,,,,,,,,,,,,,,,,,,,,
1995-3-18,,,,,,,,,,,,,,,,,,,,,,
1995-3-19,,,,,,,,,,,,,,,,,,,,,,
1995-3-20,,,,,,,,,,,,,,,,,,,,,,
1995-3-21,,,,,,,,,,,,,,,,,,,,,,
1995-3-22,,,,,,,,,,,,,,,,,,,,,,
1995-3-23,,,,,,,,,,,,,,,,,,,,,,
1995-3-24,,,,,,,,,,,,,,,,,,,,,,
1995-3-25,,,,,,,,,,,,,,,,,,,,,,
1995-3-26,,,,,,,,,,,,,,,,,,,,,,
1995-3-27,,,,,,,,,,,,,,,,,,,,,,
1995-3-28,,,,,,,,,,,,,,,,,,,,,,
1995-3-29,,,,,,,,,,,,,,,,,,,,,,
1995-3-30,,,,,,,,,,,,,,,,,,,,,,
1995-3-31,,,,,,,,,,,,,,,,,,,,,,
1995-4-1,,,,,,,,,,,,,,,,,,,,,,
1995-4-2,,,,,,,,,,,,,,,,,,,,,,
1995-4-3,,,,,,,,,,,,,,,,,,,,,,
1995-4-4,,,,,,,,,,,,,,,,,,,,,,
1995-4-5,,,,,,,,,,,,,,,,,,,,,,
1995-4-6,,,,,,,,,,,,,,,,,,,,,,
1995-4-7,,,,,,,,,,,,,,,,,,,,,,
1995-4-8,,,,,,,,,,,,,,,,,,,,,,
1995-4-9,,,,,,,,,,,,,,,,,,,,,,
1995-4-10,,,,,,,,,,,,,,,,,,,,,,
1995-4-11,,,,,,,,,,,,,,,,,,,,,,
1995-4-12,,,,,,,,,,,,,,,,,,,,,,
1995-4-13,,,,,,,,,,,,,,,,,,,,,,
1995-4-14,,,,,,,,,,,,,,,,,,,,,,
1995-4-15,,,,,,,,,,,,,,,,,,,,,,
1995-4-16,,,,,,,,,,,,,,,,,,,,,,
1995-4-17,,,,,,,,,,,,,,,,,,,,,,
1995-4-18,,,,,,,,,,,,,,,,,,,,,,
1995-4-19,,,,,,,,,,,,,,,,,,,,,,
1995-4-20,,,,,,,,,,,,,,,,,,,,,,
1995-4-21,,,,,,,,,,,,,,,,,,,,,,
1995-4-22,,,,,,,,,,,,,,,,,,,,,,
1995-4-23,,,,,,,,,,,,,,,,,,,,,,
1995-4-24,,,,,,,,,,,,,,,,,,,,,,
1995-4-25,,,,,,,,,,,,,,,,,,,,,,
1995-4-26,,,,,,,,,,,,,,,,,,,,,,
1995-4-27,,,,,,,,,,,,,,,,,,,,,,
1995-4-28,,,,,,,,,,,,,,,,,,,,,,
1995-4-29,,,,,,,,,,,,,,,,,,,,,,
1995-4-30,,,,,,,,,,,,,,,,,,,,,,
1995-5-1,,,,,,,,,,,,,,,,,,,,,,
1995-5-2,,,,,,,,,,,,,,,,,,,,,,
1995-5-3,,,,,,,,,,,,,,,,,,,,,,
1995-5-4,,,,,,,,,,,,,,,,,,,,,,
1995-5-5,,,,,,,,,,,,,,,,,,,,,,
1995-5-6,,,,,,,,,,,,,,,,,,,,,,
1995-5-7,,,,,,,,,,,,,,,,,,,,,,
1995-5-8,,,,,,,,,,,,,,,,,,,,,,
1995-5-9,,,,,,,,,,,,,,,,,,,,,,
1995-5-10,,,,,,,,,,,,,,,,,,,,,,
1995-5-11,,,,,,,,,,,,,,,,,,,,,,
1995-5-12,,,,,,,,,,,,,,,,,,,,,,
1995-5-13,,,,,,,,,,,,,,,,,,,,,,
1995-5-14,,,,,,,,,,,,,,,,,,,,,,
1995-5-15,,,,,,,,,,,,,,,,,,,,,,
1995-5-16,,,,,,,,,,,,,,,,,,,,,,
1995-5-17,,,,,,,,,,,,,,,,,,,,,,
1995-5-18,,,,,,,,,,,,,,,,,,,,,,
1995-5-19,,,,,,,,,,,,,,,,,,,,,,
1995-5-20,,,,,,,,,,,,,,,,,,,,,,
1995-5-21,,,,,,,,,,,,,,,,,,,,,,
1995-5-22,,,,,,,,,,,,,,,,,,,,,,
1995-5-23,,,,,,,,,,,,,,,,,,,,,,
1995-5-24,,,,,,,,,,,,,,,,,,,,,,
1995-5-25,,,,,,,,,,,,,,,,,,,,,,
1995-5-26,,,,,,,,,,,,,,,,,,,,,,
1995-5-27,,,,,,,,,,,,,,,,,,,,,,
1995-5-28,,,,,,,,,,,,,,,,,,,,,,
1995-5-29,,,,,,,,,,,,,,,,,,,,,,
1995-5-30,,,,,,,,,,,,,,,,,,,,,,
1995-5-31,,,,,,,,,,,,,,,,,,,,,,
1995-6-1,,,,,,,,,,,,,,,,,,,,,,
1995-6-2,,,,,,,,,,,,,,,,,,,,,,
1995-6-3,,,,,,,,,,,,,,,,,,,,,,
1995-6-4,,,,,,,,,,,,,,,,,,,,,,
1995-6-5,,,,,,,,,,,,,,,,,,,,,,
1995-6-6,,,,,,,,,,,,,,,,,,,,,,
1995-6-7,,,,,,,,,,,,,,,,,,,,,,
1995-6-8,,,,,,,,,,,,,,,,,,,,,,
1995-6-9,,,,,,,,,,,,,,,,,,,,,,
1995-6-10,,,,,,,,,,,,,,,,,,,,,,
1995-6-11,,,,,,,,,,,,,,,,,,,,,,
1995-6-12,,,,,,,,,,,,,,,,,,,,,,
1995-6-13,,,,,,,,,,,,,,,,,,,,,,
1995-6-14,,,,,,,,,,,,,,,,,,,,,,
1995-6-15,,,,,,,,,,,,,,,,,,,,,,
1995-6-16,,,,,,,,,,,,,,,,,,,,,,
1995-6-17,,,,,,,,,,,,,,,,,,,,,,
1995-6-18,,,,,,,,,,,,,,,,,,,,,,
1995-6-19,,,,,,,,,,,,,,,,,,,,,,
1995-6-20,,,,,,,,,,,,,,,,,,,,,,
1995-6-21,,,,,,,,,,,,,,,,,,,,,,
1995-6-22,,,,,,,,,,,,,,,,,,,,,,
1995-6-23,,,,,,,,,,,,,,,,,,,,,,
1995-6-24,,,,,,,,,,,,,,,,,,,,,,
1995-6-25,,,,,,,,,,,,,,,,,,,,,,
1995-6-26,,,,,,,,,,,,,,,,,,,,,,
1995-6-27,,,,,,,,,,,,,,,,,,,,,,
1995-6-28,,,,,,,,,,,,,,,,,,,,,,
1995-6-29,,,,,,,,,,,,,,,,,,,,,,
1995-6-30,,,,,,,,,,,,,,,,,,,,,,
1995-7-1,,,,,,,,,,,,,,,,,,,,,,
1995-7-2,,,,,,,,,,,,,,,,,,,,,,
1995-7-3,,,,,,,,,,,,,,,,,,,,,,
1995-7-4,,,,,,,,,,,,,,,,,,,,,,
1995-7-5,,,,,,,,,,,,,,,,,,,,,,
1995-7-6,,,,,,,,,,,,,,,,,,,,,,
1995-7-7,,,,,,,,,,,,,,,,,,,,,,
1995-7-8,,,,,,,,,,,,,,,,,,,,,,
1995-7-9,,,,,,,,,,,,,,,,,,,,,,
1995-7-10,,,,,,,,,,,,,,,,,,,,,,
1995-7-11,,,,,,,,,,,,,,,,,,,,,,
1995-7-12,,,,,,,,,,,,,,,,,,,,,,
1995-7-13,,,,,,,,,,,,,,,,,,,,,,
1995-7-14,,,,,,,,,,,,,,,,,,,,,,
1995-7-15,,,,,,,,,,,,,,,,,,,,,,
1995-7-16,,,,,,,,,,,,,,,,,,,,,,
1995-7-17,,,,,,,,,,,,,,,,,,,,,,
1995-7-18,,,,,,,,,,,,,,,,,,,,,,
1995-7-19,,,,,,,,,,,,,,,,,,,,,,
1995-7-20,,,,,,,,,,,,,,,,,,,,,,
1995-7-21,,,,,,,,,,,,,,,,,,,,,,
1995-7-22,,,,,,,,,,,,,,,,,,,,,,
1995-7-23,,,,,,,,,,,,,,,,,,,,,,
1995-7-24,,,,,,,,,,,,,,,,,,,,,,
1995-7-25,,,,,,,,,,,,,,,,,,,,,,
1995-7-26,,,,,,,,,,,,,,,,,,,,,,
1995-7-27,,,,,,,,,,,,,,,,,,,,,,
1995-7-28,,,,,,,,,,,,,,,,,,,,,,
1995-7-29,,,,,,,,,,,,,,,,,,,,,,
1995-7-30,,,,,,,,,,,,,,,,,,,,,,
1995-7-31,,,,,,,,,,,,,,,,,,,,,,
1995-8-1,,,,,,,,,,,,,,,,,,,,,,
1995-8-2,,,,,,,,,,,,,,,,,,,,,,
1995-8-3,,,,,,,,,,,,,,,,,,,,,,
1995-8-4,,,,,,,,,,,,,,,,,,,,,,
1995-8-5,,,,,,,,,,,,,,,,,,,,,,
1995-8-6,,,,,,,,,,,,,,,,,,,,,,
1995-8-7,,,,,,,,,,,,,,,,,,,,,,
1995-8-8,,,,,,,,,,,,,,,,,,,,,,
1995-8-9,,,,,,,,,,,,,,,,,,,,,,
1995-8-10,,,,,,,,,,,,,,,,,,,,,,
1995-8-11,,,,,,,,,,,,,,,,,,,,,,
1995-8-12,,,,,,,,,,,,,,,,,,,,,,
1995-8-13,,,,,,,,,,,,,,,,,,,,,,
1995-8-14,,,,,,,,,,,,,,,,,,,,,,
1995-8-15,,,,,,,,,,,,,,,,,,,,,,
1995-8-16,,,,,,,,,,,,,,,,,,,,,,
1995-8-17,,,,,,,,,,,,,,,,,,,,,,
1995-8-18,,,,,,,,,,,,,,,,,,,,,,
1995-8-19,,,,,,,,,,,,,,,,,,,,,,
1995-8-20,,,,,,,,,,,,,,,,,,,,,,
1995-8-21,,,,,,,,,,,,,,,,,,,,,,
1995-8-22,,,,,,,,,,,,,,,,,,,,,,
1995-8-23,,,,,,,,,,,,,,,,,,,,,,
1995-8-24,,,,,,,,,,,,,,,,,,,,,,
1995-8-25,,,,,,,,,,,,,,,,,,,,,,
1995-8-26,,,,,,,,,,,,,,,,,,,,,,
1995-8-27,,,,,,,,,,,,,,,,,,,,,,
1995-8-28,,,,,,,,,,,,,,,,,,,,,,
1995-8-29,,,,,,,,,,,,,,,,,,,,,,
1995-8-30,,,,,,,,,,,,,,,,,,,,,,
1995-8-31,,,,,,,,,,,,,,,,,,,,,,
1995-9-1,,,,,,,,,,,,,,,,,,,,,,
